451.123,ast_cnt,repeat_string,date,filename,name,451.353,590,451.2,451.13,6-501.12,500,451,6-501.14,451.126,3-302.11,205,480,451.404,6-501.16,4-501.11,451.321,451.14,451.35,451.103,451.104,451.344,5-205.15,4-903.11,451.117,5-202.12,6-501.11,451.36,3-501.16,520,7-206.12,6-404.11,3-305.11,6-202.15,3-304.12,3-701.11,6-501.111,4-601.11,5-203.14,4-602.12,4-204.112,2-401.11,451.11,4-901.11,5-205.11,205.103,480.425,590.009,4-502.13,6-501.114,6-201.11,4-501.114,6-201.16,451.121,451.124,480.5,451.34,520.119,451.000.,451.322,451.141,5-202.13,451.32,451.341,4-602.11,451.101,451.102,6-301.12,4-501.15,451.114,6-403.11,4-204.115,451.351,4-302.14,4-501.112,5-501.114,6-101.11,3-302.12,4-101.16,7-101.11,6-301.11,451.109,6-301.20,5-501.16,3-305.12,2-402.11,4-903.12,4-502.11,6-202.11,2022,2017,451.331,590.003,3-304.14,1,5-501.110,451.346,7-102.11,480.4,4-602.13,451.37,451.38,451.383,451.33,5-501.113,451.345,6-501.112,5-501.115,451.111,4-701.10,3-501.15,3-202.15,451.371,451.153,451.125,4-102.11,451.374,451.113,4-904.11,6-301.14,3.5,6.5,4-202.11,451.343,480.1,590.011,2-301.14,3-501.18,6-305.11,5-501.116,4-202.16,109,4-201.11,451.119,451.122,4-501.116,451.12,11,5-250.15,451.128,6-303.11,2-304.11,4-904.13,480.3,451.405,4-501.12,3-301.11,5-501.15,8,2-102.11,480.2,4-501.13,4-202.15,4-101.111,2013,2018,7-201.11,2016,3-101.11,3.302.11,6-501.15,5-502.11,6-201.17,480.55,3-304.15,4-501.16,4-501.18,7-3.,480.000.,4-301.12,4-501.14,2-103.11,4-601.12,6-304.11,451.218,4-402.12,6-202.12,4-501.17,90.6,480,4-702.11,3-13.,450.35,1,450.353,3-306.11,451.35,5,.480.500
163,372,463 repeat violations,11/15/2017 19:23,451-18-mci-norfolk-report-11-27-18.docx,MCI_Norfolk__November_7_2018,139,1,,25,14,1,1,2,2,,1,1,1,,9,,,87,7,,,12,,,,36,,,1,,,,3,,,1,,,,,,,,,,,,,,,4,,,,1,,,,,3,,22,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,390,493 repeat violations,11/15/2017 19:23,451-18-mci-norfolk-report-4-30-18.docx,MCI_Norfolk__April_9_2018,138,8,6,29,16,,1,4,1,,1,1,1,,9,,,74,6,,1,7,1,,,30,,,2,,,1,4,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,7,,22,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,152,189 repeat violations,10/5/2017 13:27,451-18-mci-report-3-2-18.docx,Massachusetts_Treatment_Center__February_13_2018,77,18,16,14,4,,1,3,,,1,1,1,2,1,,3,23,,,4,3,,,,10,,1,2,,,1,,,,,,,,,,2,,,,1,1,,,,1,1,,,1,,,,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,365,537 repeat violations,12/18/2018 14:31,451-18-mci-shirley-report-12-18-18.docx,MCI_Shirley__December_5_2018,203,14,13,15,4,2,1,,7,,1,1,1,,18,,,44,10,,6,2,,2,,28,5,3,,,,2,6,,1,,1,,,,,1,1,1,,1,,,,7,2,,,,2,,,,,27,,17,,,,2,,1,,,,,,1,,,,,,,,,,,1,,2,,,,2,,,,,,,1,,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,333,556 repeat violations,6/6/2018 19:40,451-18-mci-shirley-report-6-6-18.docx,MCI_Shirley__May_21_2018,167,13,11,27,2,,1,,14,,1,1,1,,18,,5,30,8,,5,4,,1,1,28,4,1,2,,,2,5,,,2,1,,,,,5,,,,,,,,7,,,,,2,3,,,,37,,17,,,1,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,2,,,,,1,,1,,3,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,180,215 repeat violations,10/5/2017 13:27,451-18-mtc-report-9-20-18.docx,Massachusetts_Treatment_Center_September_4_2018,100,11,9,10,4,,1,3,,,1,1,1,,,,,27,,,5,1,,,,11,,,2,,,,,,,3,,,,,,1,,,,1,1,,,,,1,,,,,,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,181,216 repeat violations,9/24/2018 15:07,451-18-ncci-report-10-1-18.docx,North_Central_Correctional_Institute_in_Gardner_September_19_2018,50,28,26,15,4,,1,,17,,1,1,1,,,,1,15,9,,,,,,1,5,,,2,,,1,1,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,4,,30,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,189,230 repeat violations,2/22/2018 13:46,451-18-ncci-report-2-28-18.docx,North_Central_Correctional_Institution_NCCI_in_Gardner__February_6_2018,40,17,15,22,4,,1,,16,,1,1,1,1,,,1,17,9,,,1,,,1,8,,,2,,,2,2,,,1,1,,,,,,,,,,,,,2,2,2,,1,,,,,,1,,29,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,115,168 repeat violations,9/28/2018 19:26,451-18-northeastern-correctional-report-10-4-18.docx,Northeastern_Correctional_Center_September_27_2018,63,4,2,28,5,,1,,1,,1,2,1,,2,,,22,,,,2,,,,2,2,,2,,,1,,2,,1,1,,,,,2,,,,1,,,1,1,,1,,,2,,,,,2,,3,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,2,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,127,180 repeat violations,3/19/2018 14:01,451-18-northeastern-correctional-report-3-22-18.docx,Northeastern_Correctional_Center__March_5_2018,60,5,3,20,,,1,,3,,1,1,1,,2,,2,23,1,,,1,,,1,1,1,,2,,,,,,,1,,,,,,2,,,,,,,1,1,,1,,,,,,,,4,,4,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,210,261 repeat violations,5/12/2017 17:03,451-18-old-colony-report-12-26-18.docx,Old_Colony_Correctional_Center__December_12_2018,76,9,8,27,1,2,1,,5,,1,1,1,,3,9,1,44,2,,,7,,,3,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,16,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,244,303 repeat violations,5/12/2017 17:03,451-18-old-colony-report-5-24-18.docx,Old_Colony_Correctional_Center__May_15_2018,76,15,13,33,2,,1,,1,,1,1,1,,6,9,3,41,,,1,3,,,3,4,,,2,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,21,1,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,72,81 repeat violations,10/16/2018 13:42,451-18-plymouth-plymouth-report-10-22-18.docx,Plymouth_County_Correctional_Facility__September_24_2018,39,14,13,1,2,2,1,,1,,1,1,1,,1,17,16,1,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,78,82 repeat violations,2/23/2018 20:17,451-18-plymouth-plymouth-report-2-23-18.docx,Plymouth_County_Correctional_Facility__February_21_2018,64,8,6,7,,,1,,1,,1,1,1,1,,17,14,3,1,,,,1,,,1,,,2,,,1,,,,,2,,,,,6,,,,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,29,42 repeat violations,12/20/2018 13:03,451-18-pondville-report-12-20-18.docx,Pondville_Correctional_Center__December_13_2018,7,4,2,2,,2,1,,,,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,32,46 repeat violations,5/16/2018 15:21,451-18-pondville-report-5-24-18.docx,Pondville_Correctional_Center_Norfolk__May_11_2018,13,4,2,,,,1,,,,1,1,1,,,,,1,,,,1,,,,,,,2,,,,,1,,,,,,,,,,,,,,1,,,1,3,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,11 repeat violations,10/18/2018 17:29,451-18-s-middlesex-report-10-25-18.docx,South_Middlesex_Correctional_Center_Framingham__October_17_2018,14,2,1,6,5,2,1,,1,,1,1,1,,,,,,3,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,4 repeat violations,3/26/2018 12:12,451-18-s-middlesex-report-3-28-18.docx,South_Middlesex_Correctional_Center_Framingham__March_22_2018,12,3,1,1,,,1,,,,1,1,1,,1,,,1,1,,,1,,,,7,,,2,,,1,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,109,261 repeat violations,10/4/2018 17:31,451-18-sbcc-report-10-4-18.docx,Souza_Baranowski_Correctional_Center_September_24_2018,38,11,9,12,3,,1,,6,1,1,1,1,,2,16,,,2,,,2,2,1,4,4,4,1,2,,,,,1,,1,1,,,1,,15,,,,1,,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,154,307 repeat violations,3/9/2018 16:27,451-18-sbcc-report-3-9-18_0.docx,SouzaBaranowski_Correctional_Center__February_13_2018,53,15,13,24,3,,1,,9,,1,1,1,1,2,16,8,4,10,,,8,,3,2,6,2,2,2,,,1,,,,,,,,,,9,1,,,1,,,,,1,,,,,,,,,,,,,,3,2,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,287,639 repeat violations,10/31/2017 17:20,451-18-suffolk-boston-hoc-report-11-5-18.docx,Suffolk_County_House_of_Correction_Boston__October_18_2018,184,13,12,38,6,2,1,,14,,1,1,1,,6,21,,11,12,1,,6,1,1,1,5,3,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,291,576 repeat violations,10/31/2017 17:20,451-18-suffolk-boston-hoc-report-4-12-18.docx,Suffolk_County_House_of_Correction_Boston__March_26_2018,178,11,9,27,11,,1,,6,,1,1,1,,6,21,17,17,10,3,4,5,1,1,2,6,2,,2,2,,1,1,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,172,174 repeat violations,10/25/2018 14:11,451-18-suffolk-boston-jail-report-10-29-18.docx,Suffolk_County_Jail_Boston__October_17_2018,73,8,7,11,2,2,1,,4,,1,1,1,,4,,,2,6,,,5,,,,5,7,1,1,2,,,,1,,2,,3,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,136,138 repeat violations,10/31/2017 14:12,451-18-suffolk-boston-jail-report-4-12-18.docx,Suffolk_County_Jail_Boston__March_23_2018,70,11,9,15,3,,1,,2,,1,1,1,,4,,1,3,2,,1,3,,,,5,6,1,2,2,,,,,,1,,3,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,198,226 repeat violations,10/29/2018 18:21,451-18-west-boylston-worcester-report-10-29-18.docx,Worcester_County_House_of_Corrections_and_Jail_West_Boylston__October_17_2018,117,15,14,16,,2,1,,11,,1,1,1,,1,,,30,,,7,,,1,,3,2,,,,,,1,,,,,,,2,,5,,,,,,,,,1,,,6,3,4,,,1,5,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,231,272 repeat violations,4/13/2018 14:01,451-18-west-boylston-worcester-report-4-18-18.docx,Worcester_County_House_of_Corrections_and_Jail_West_Boylston__March_16_2018,123,23,21,18,,,1,,10,,1,1,1,,2,,6,23,4,,5,,,1,,1,2,1,2,,,,1,,,1,,,,,,1,,,,,,,,,,,,7,1,4,,,1,4,,9,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,91,93 repeat violations,12/13/2019 17:21,451-19-mci-concord-report-12-19-19.docx,MCI Concord,26,13,11,34,,2,1,,13,,1,1,1,,4,6,,7,,,4,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,92,103 repeat violations,5/29/2019 12:32,451-19-mci-concord-report-5-29-19.docx,MCI concord,28,16,14,22,,2,1,,14,,1,1,1,,6,6,,7,2,,3,1,,1,,7,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,3,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,97,139 repeat violations,1/15/2019 19:01,451-19-mci-framingham-report-1-18-19.docx,MCI_Framingham__January_10_2019,50,16,14,15,12,2,1,,4,1,1,1,1,,3,,,1,7,,4,1,,,,7,2,,,,,1,2,1,,1,1,,,,,2,,1,,,,,2,1,1,2,,1,2,,,,1,1,1,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,82,107 repeat violations,6/24/2019 14:20,451-19-mci-framingham-report-6-28-19.docx,MCI Framingham,32,6,4,12,7,2,1,,4,,1,1,1,1,10,,,,,,9,,1,,,5,1,3,,,,1,,2,,2,,,,,,,,,,,,,1,1,,2,,2,2,,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,280,621 repeat violations,10/31/2017 17:20,451-19-Suffolk-Boston-HOC-Report-4-3-19.docx,Suffolk HOC,144,22,21,39,4,2,1,,15,,1,1,1,,7,20,,7,14,,,5,1,1,1,3,4,,1,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,34,71 repeat violations,6/28/2017 12:04,451-20-boston-pre-release-report-2-5-20.docx,Boston Pre release,11,3,1,5,1,2,1,,1,,1,1,1,,,2,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,,1/21/2020 13:24,451-20-hampden-chicopee-report-1-21-20.docx,Hampden Chicopee,1,3,1,1,,2,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,84,258 repeat violations,2/6/2020 18:54,451-20-hampden-ludlow-report-2-13-20.docx,Hampden Ludlow,30,7,5,7,2,2,1,2,10,,1,2,1,,6,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,19 repeat violations,1/8/2020 16:15,451-20-hampden-springfield-report-1-13-20.docx,Hampden Springfield,3,3,1,1,,2,1,,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,46,,2/10/2020 16:17,451-20-masac-plymouth-report-2-11-20.docx,MASAC 2020,36,2,,8,1,2,1,,4,,1,1,1,,,,,5,1,,,1,,,,,,,,,,,1,,,,,,,,1,3,1,,,,,,,,,,,1,2,,,,2,1,,3,,1,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,96,116 repeat violations,2/3/2020 16:00,451-20-mci-framingham-report-2-14-20.docx,MCI Framingham,28,12,10,11,12,2,1,,6,1,1,1,1,,10,,,,,,2,,1,,,4,,,,,,1,,2,,5,,,,,,3,,1,,,,,,1,1,2,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,80,89 repeat violations,1/30/2020 20:10,451-20-middlesex-billerica-report-1-30-20.docx,Middlesex Billerica,53,8,6,21,1,2,1,,10,2,1,2,1,1,3,,,17,1,,5,3,3,,,1,1,2,,,,,,3,,,2,,,,,2,,,,,,,,,,,,11,2,,,,,7,,1,,1,,1,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,68,99 repeat violations,1/27/2020 14:13,451-20-norfolk-county-hoc-and-alternative-center-report-1-28-20.docx,Norfolk County HOC and Alternative,29,14,12,12,2,2,1,,3,,1,1,1,,2,7,,,1,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,18 repeat violations,5/17/2016 15:00,barnstable-bourne-report-04-16.docx,Facility_Inspection__Barnstable_County_Correctional_Facility_Bourne__April_29_2016,8,2,,,1,,1,,1,1,1,1,1,,1,11,,,,,,,,,,,,,2,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,25,26 repeat violations,5/8/2015 12:21,barnstable-bourne-report-05-15.docx,Facility_Inspection__Barnstable_County_Correctional_Facility_Bourne,14,2,,,,,1,,,2,1,1,1,,,11,1,,,,,1,1,,,,,,2,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,18,18 repeat violations,12/7/2015 14:12,barnstable-bourne-report-12-10-15.docx,Barnstable_County_Correctional_Facility,7,2,,,1,,1,,1,3,1,1,1,,,11,,3,,,,2,1,,,,,,2,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,47,78 repeat violations,11/24/2014 18:11,barnstable-bourne-report-12-14.docx,Facility_Inspection__Barnstable_County_Correctional_Facility_Bourne,11,2,,,2,,1,1,1,1,1,1,1,,2,11,1,1,,,,,,,,,,,,,,,,,,,4,,,2,,6,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,17 repeat violations,12/15/2016 15:21,barnstable-bourne-report-12-16.docx,Facility_Inspection__Barnstable_County_Correctional_Facility_Bourne__December_7_2016,9,5,3,,1,,1,,2,1,1,1,1,,1,11,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,65,118 repeat violations,5/6/2014 17:16,barnstable-bourne-report-2014.docx,Barnstable Bourne,13,2,,,,,1,,1,,1,1,1,1,2,7,,2,,,,5,,,,,,,,,,1,,,,,4,,1,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,19,36 repeat violations,1/13/2015 17:05,bay-state-correctional-center-report-01-15.docx,Facility_Inspection__Bay_State_Correctional_Center_Norfolk,12,2,,4,3,,1,,3,1,1,1,1,,1,,,1,,,,,,,,,,2,2,,,,,,,,1,,2,3,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
